Keyword;Position;Previous Position;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic (%);Traffic Cost (%);Competition;Number of Results;Trends;Timestamp
"hairstyle for bride with round face";"72";"0";"50";"82.06";"0.00";"http://hairstylefoto.com/wedding-hairstyles-for-round-faces/";"0.00";"0.00";"0.03";"4440000";"0.78,0.33,0.56,0.22,0.56,0.22,0.33,0.44,1.00,0.56,0.56,0.78";"1482346842"
"side part bobs";"45";"0";"260";"92.09";"0.00";"http://hairstylefoto.com/long-bob-side-part/";"0.00";"0.00";"0.03";"1810000";"0.53,0.66,0.66,0.66,0.66,0.66,0.66,0.81,0.81,1.00,1.00,0.81";"1482780545"
"toddler girl haircuts pictures";"89";"0";"20";"78.27";"0.00";"http://hairstylefoto.com/short-toddler-girl-haircuts/";"0.00";"0.00";"0.19";"2200000";"1.00,0.67,0.67,0.67,0.67,0.67,0.33,0.33,0.67,0.67,0.67,0.33";"1484489429"
"short hairstyles for thin fine hair";"45";"0";"390";"84.03";"2.79";"http://hairstylefoto.com/short-hairstyles-for-very-fine-thin-hair/";"0.00";"0.00";"0.35";"4710000";"0.54,0.82,1.00,0.67,0.44,0.29,0.44,0.36,0.24,0.19,0.36,0.54";"1484372518"
"cute little anime boy";"44";"47";"70";"85.36";"0.00";"http://hairstylefoto.com/cute-little-black-boy/";"0.00";"0.00";"0.00";"25200000";"0.36,0.36,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.64,1.00,0.50";"1482912880"
"funky long hair";"17";"0";"20";"77.01";"0.00";"http://hairstylefoto.com/funky-hairstyles-for-long-hair/";"0.00";"0.00";"0.04";"1530000";"0.50,0.50,1.00,1.00,1.00,1.00,0.50,0.50,1.00,0.50,0.50,1.00";"1484449640"
"black hairstyles ponytail with bangs";"32";"28";"70";"76.20";"0.00";"http://hairstylefoto.com/black-ponytail-with-bangs-hairstyles/";"0.00";"0.00";"0.09";"55500000";"0.36,0.45,0.64,0.45,0.45,0.27,0.45,1.00,1.00,0.82,0.45,0.45";"1482949748"
"long hair pink";"79";"0";"50";"84.49";"0.24";"http://hairstylefoto.com/pink-and-black-hairstyles-for-long-hair/";"0.00";"0.00";"0.33";"11400000";"0.57,1.00,1.00,0.43,1.00,0.29,0.14,0.71,0.14,0.43,0.43,1.00";"1482176475"
"cute hair cuts for long hair";"45";"43";"170";"82.38";"0.00";"http://hairstylefoto.com/cute-haircuts-for-medium-long-hair/";"0.00";"0.00";"0.02";"10600000";"1.00,1.00,1.00,0.81,1.00,1.00,0.52,0.81,0.67,0.67,0.67,0.67";"1482810696"
"elegant prom hairstyles for long hair";"50";"43";"30";"82.20";"0.00";"http://hairstylefoto.com/elegant-prom-hairstyles-for-long-hair/";"0.00";"0.00";"0.05";"12000000";"0.50,1.00,0.50,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.14,0.14";"1484748640"
"haircut styles for thick wavy hair";"45";"48";"20";"81.20";"2.23";"http://hairstylefoto.com/haircuts-for-long-thick-wavy-hair/";"0.00";"0.00";"0.26";"3840000";"1.00,0.67,1.00,1.00,1.00,0.67,0.67,0.67,0.67,0.67,0.33,0.33";"1484532441"
"curly long bob haircuts";"46";"51";"20";"80.32";"0.00";"http://hairstylefoto.com/curly-long-bob-haircuts/";"0.00";"0.00";"0.04";"4230000";"1.00,0.20,0.20,0.40,0.40,0.80,0.40,0.20,0.40,0.60,0.80,0.40";"1484998192"
"brazilian sew in weave hairstyles";"56";"0";"50";"78.03";"0.09";"http://hairstylefoto.com/sew-in-weave-hairstyles-for-long-hair/";"0.00";"0.00";"0.88";"958000";"0.12,0.08,0.08,0.04,0.04,0.12,0.12,0.08,0.15,0.15,0.42,1.00";"1483005352"
"soft perm long hair";"68";"0";"20";"82.13";"0.00";"http://hairstylefoto.com/spiral-perm-hairstyles-for-long-hair/";"0.00";"0.00";"0.00";"699000";"0.14,0.29,0.57,1.00,0.57,0.14,0.29,0.14,0.14,0.14,0.14,0.14";"1485039582"
"cute hair styles tumblr";"62";"23";"30";"68.53";"0.00";"http://hairstylefoto.com/cute-long-hairstyles-tumblr/";"0.00";"0.00";"0.00";"0";"0.75,0.75,0.75,0.75,0.50,0.75,1.00,0.75,0.50,0.75,0.25,0.50";"1484760754"
"easy hairstyles for women over 60";"29";"0";"50";"80.33";"1.03";"http://hairstylefoto.com/short-hairstyles-for-women-over-60-years-old/";"0.00";"0.00";"0.37";"8720000";"0.78,0.78,0.56,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.33";"1482213657"
"diy black hairstyles";"90";"91";"320";"87.55";"1.41";"http://hairstylefoto.com/easy-diy-hairstyles-for-long-hair/";"0.00";"0.00";"0.13";"5470000";"0.24,0.54,1.00,0.24,0.12,0.01,0.03,0.67,0.03,0.44,0.44,0.29";"1485186559"
"spikey long hair";"82";"0";"70";"81.49";"0.12";"http://hairstylefoto.com/short-spikey-haircuts/";"0.00";"0.00";"0.07";"607000";"0.56,0.56,1.00,0.44,1.00,0.11,0.22,0.78,0.22,0.44,0.44,0.56";"1482002744"
"hairstyle for thin fine hair";"64";"0";"90";"83.15";"2.69";"http://hairstylefoto.com/short-hairstyles-for-thin-fine-hair-2014/";"0.00";"0.00";"0.23";"3270000";"0.19,0.81,1.00,0.65,0.65,0.15,0.15,0.15,0.15,0.15,0.19,0.42";"1482888688"
"little boy haircuts mohawk";"44";"0";"90";"73.09";"0.00";"http://hairstylefoto.com/little-boy-mohawk-haircuts/";"0.00";"0.00";"0.10";"665000";"0.22,0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78";"1485414560"
"indie hair styles";"30";"26";"30";"72.65";"0.00";"http://hairstylefoto.com/indie-boy-hairstyles/";"0.00";"0.00";"0.00";"794000";"0.75,1.00,0.75,0.75,0.75,1.00,0.50,0.50,0.75,0.25,0.50,0.50";"1483149775"
"black women prom hairstyles";"51";"51";"40";"82.91";"0.28";"http://hairstylefoto.com/prom-hairstyles-for-black-women/";"0.00";"0.00";"0.30";"2140000";"0.79,1.00,0.36,0.14,0.21,0.21,0.07,0.14,0.14,0.07,0.29,0.36";"1483048220"
"hair style for over 50";"72";"0";"20";"80.12";"1.24";"http://hairstylefoto.com/short-hairstyles-for-ladies-over-50/";"0.00";"0.00";"0.15";"55500000";"0.67,0.33,0.33,0.33,0.67,0.67,0.67,1.00,0.67,0.67,0.33,0.67";"1484410830"
"mother of the bride hairstyles 2015";"63";"0";"210";"68.86";"0.11";"http://hairstylefoto.com/mother-of-the-bride-hairstyles-for-long-hair/";"0.00";"0.00";"0.34";"5340000";"0.67,0.67,0.19,0.07,0.54,1.00,0.10,0.07,0.03,0.04,0.03,0.04";"1482800425"
"over 50 hairstyles for women";"85";"66";"10";"84.13";"0.00";"http://hairstylefoto.com/short-over-50-hairstyles/";"0.00";"0.00";"0.09";"3800000";"0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1.00,0.33,0.67,0.33";"1484569822"
"black men with long hair";"65";"0";"590";"76.41";"0.00";"http://hairstylefoto.com/black-guy-with-long-hair/";"0.00";"0.00";"0.05";"193000000";"0.82,0.82,0.82,0.82,0.82,0.82,1.00,0.82,1.00,0.82,1.00,1.00";"1485139356"
"long blonde hair on men";"42";"45";"10";"82.98";"0.00";"http://hairstylefoto.com/men-with-long-blonde-hair/";"0.00";"0.00";"0.01";"62000000";"0.50,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50";"1482436709"
"short hair styles from the back";"50";"36";"20";"84.55";"0.15";"http://hairstylefoto.com/short-haircuts-front-and-back/";"0.00";"0.00";"0.11";"3980000";"0.33,0.33,0.67,0.67,0.33,0.67,0.67,0.33,0.67,0.33,0.33,1.00";"1485063882"
"half updo for long hair";"45";"38";"70";"88.14";"0.18";"http://hairstylefoto.com/half-updo-for-long-hair/";"0.00";"0.00";"0.02";"2010000";"0.79,1.00,0.64,0.64,0.50,0.50,0.50,0.50,0.21,0.36,0.29,0.50";"1482917418"
"half updo for long hair";"46";"0";"70";"88.14";"0.18";"http://hairstylefoto.com/half-updo-hairstyles-for-long-hair/";"0.00";"0.00";"0.02";"2010000";"0.79,1.00,0.64,0.64,0.50,0.50,0.50,0.50,0.21,0.36,0.29,0.50";"1482917418"
"finger wave hairstyle photos";"31";"31";"50";"86.41";"0.00";"http://hairstylefoto.com/black-hair-finger-waves-hairstyles/";"0.00";"0.00";"0.06";"1220000";"0.07,0.14,0.07,0.14,0.21,0.29,0.50,0.21,0.29,0.29,1.00,1.00";"1483040028"
"boys hairstyles long on top";"22";"22";"10";"81.83";"0.00";"http://hairstylefoto.com/boys-hairstyles-long-on-top/";"0.00";"0.00";"0.01";"4540000";"1.00,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00";"1484584737"
"stylecuts";"80";"81";"210";"79.98";"0.00";"http://hairstylefoto.com/short-style-cuts/";"0.00";"0.00";"0.00";"476000";"0.08,0.06,0.06,0.19,0.06,1.00,0.02,0.23,1.00,0.67,0.67,0.67";"1485197455"
"haircuts for triangular faces";"88";"87";"40";"82.52";"0.00";"http://hairstylefoto.com/short-hairstyles-for-triangular-face-shapes/";"0.00";"0.00";"0.00";"804000";"0.22,0.11,0.22,0.33,0.56,0.56,0.33,1.00,0.22,0.56,0.44,0.22";"1483088194"
"little girl braid";"90";"78";"70";"84.67";"0.00";"http://hairstylefoto.com/black-little-girl-braided-hairstyles/";"0.00";"0.00";"0.21";"3380000";"0.78,0.78,1.00,0.78,1.00,1.00,0.78,0.78,0.56,0.56,0.56,0.78";"1482916570"
"short bob choppy hairstyles";"36";"38";"10";"83.49";"0.00";"http://hairstylefoto.com/short-bob-choppy-hairstyles/";"0.00";"0.00";"0.06";"1760000";"1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00";"1484659165"
"natural cornrow hairstyles";"27";"24";"170";"76.59";"0.00";"http://hairstylefoto.com/cornrow-hairstyles-for-short-natural-hair/";"0.00";"0.00";"0.10";"850000";"0.65,0.81,1.00,1.00,1.00,0.35,0.27,0.81,1.00,1.00,0.54,0.12";"1482810169"
"cute 80s hairstyles";"25";"29";"90";"73.96";"0.00";"http://hairstylefoto.com/80s-hairstyles-for-girls/";"0.00";"0.00";"0.00";"8670000";"0.43,0.33,0.52,0.33,0.33,0.33,0.81,1.00,0.24,0.05,0.10,0.10";"1482902376"
"corn rows styles";"62";"52";"50";"83.62";"0.00";"http://hairstylefoto.com/black-cornrows-styles/";"0.00";"0.00";"0.02";"481000";"0.57,0.43,0.57,0.71,1.00,0.71,0.43,0.71,0.57,0.71,0.57,0.71";"1482982514"
"black hair with caramel highlights";"39";"0";"1300";"79.47";"0.92";"http://hairstylefoto.com/black-hair-caramel-highlights/";"0.00";"0.00";"0.04";"8380000";"0.54,0.79,1.00,0.54,0.37,0.37,0.37,0.42,0.37,0.42,0.42,0.42";"1484339467"
"plait hairstyles";"93";"83";"140";"88.51";"0.00";"http://hairstylefoto.com/black-plait-hairstyles/";"0.00";"0.00";"0.06";"798000";"0.34,0.28,0.16,0.22,0.44,0.34,0.66,0.28,0.22,0.34,0.53,1.00";"1482829143"
"hairstyles layered with bangs";"52";"0";"20";"82.88";"0.00";"http://hairstylefoto.com/long-layered-bob-hairstyles-with-bangs/";"0.00";"0.00";"0.03";"642000";"0.67,1.00,1.00,0.33,0.33,0.67,0.33,0.33,0.67,0.33,0.33,1.00";"1485073645"
"curly sew in weave hairstyles pictures";"36";"29";"140";"69.35";"0.31";"http://hairstylefoto.com/short-curly-sew-in-weave-hairstyles/";"0.00";"0.00";"0.20";"1320000";"0.52,0.67,0.67,0.67,0.81,0.81,0.52,0.52,0.43,0.52,0.81,1.00";"1482828359"
"27 pieces weave hairstyles";"48";"0";"30";"87.82";"0.39";"http://hairstylefoto.com/long-27-piece-quick-weave-hairstyles/";"0.00";"0.00";"0.50";"367000";"0.14,0.14,0.14,0.14,0.14,0.21,0.14,0.14,0.07,0.21,0.29,1.00";"1483155028"
"emo hair styles for boys";"44";"60";"10";"81.11";"0.00";"http://hairstylefoto.com/emo-hairstyles-for-guys-with-long-hair/";"0.00";"0.00";"0.00";"19200000";"1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50";"1484585537"
"easy hairstyle for black hair";"49";"49";"20";"89.30";"0.00";"http://hairstylefoto.com/quick-and-easy-hairstyles-for-short-black-hair/";"0.00";"0.00";"0.03";"3050000";"0.33,0.33,0.67,0.67,0.67,1.00,0.67,0.67,0.67,0.67,1.00,0.67";"1484453857"
"cute afro styles";"64";"0";"70";"81.34";"0.00";"http://hairstylefoto.com/black-afro-styles/";"0.00";"0.00";"0.05";"21400000";"1.00,0.82,1.00,0.82,0.18,0.18,0.18,0.12,0.18,0.24,0.41,0.53";"1482937214"
"back view of black short hairstyles";"18";"0";"20";"79.52";"0.00";"http://hairstylefoto.com/black-short-hairstyles-back-view/";"0.00";"0.00";"0.11";"3870000";"0.67,0.33,1.00,0.33,1.00,0.67,0.33,0.33,0.33,0.33,0.67,0.67";"1484401270"
"pictures of short hairstyles for over 50";"58";"0";"20";"84.56";"0.00";"http://hairstylefoto.com/short-hairstyles-for-square-faces-over-50/short-hairstyles-for-square-faces-over-50-photo-1/";"0.00";"0.00";"0.21";"6660000";"0.57,1.00,0.29,0.43,0.57,0.14,0.14,0.14,0.14,0.14,0.14,0.14";"1484972516"
"short bob weaves hairstyles";"20";"23";"70";"82.46";"0.00";"http://hairstylefoto.com/short-bob-weaves-hairstyles/";"0.00";"0.00";"0.09";"1770000";"0.14,0.10,0.05,0.05,0.05,0.05,0.05,0.43,0.43,0.81,0.81,1.00";"1482936743"
"haircut bob bangs";"84";"0";"20";"84.97";"0.00";"http://hairstylefoto.com/short-bob-bangs/";"0.00";"0.00";"0.04";"888000";"0.80,1.00,0.80,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20";"1484485021"
"ethnic little girl hairstyles";"79";"0";"90";"81.44";"0.00";"http://hairstylefoto.com/ethnic-wedding-hairstyles/";"0.00";"0.00";"0.03";"2160000";"0.44,0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11";"1481935815"
"very short little girl haircuts";"24";"0";"70";"78.09";"0.00";"http://hairstylefoto.com/short-little-girl-haircuts/";"0.00";"0.00";"0.00";"4930000";"0.71,0.71,0.57,0.14,0.57,0.14,1.00,1.00,0.29,0.57,0.57,0.29";"1482019126"
"black updo braided hairstyles";"63";"46";"20";"80.46";"0.00";"http://hairstylefoto.com/updo-braided-black-hairstyles/";"0.00";"0.00";"0.18";"21200000";"0.25,0.75,0.50,0.50,0.75,0.25,1.00,0.25,0.75,0.25,0.25,0.75";"1484486342"
"ombre hair black to light brown";"26";"24";"40";"83.38";"0.00";"http://hairstylefoto.com/ombre-hair-black-to-light-brown/";"0.00";"0.00";"0.01";"21000000";"0.80,0.60,0.60,1.00,1.00,1.00,0.40,0.60,0.80,0.80,1.00,0.80";"1483083243"
"short hairstyles for women 40";"44";"40";"20";"82.07";"0.00";"http://hairstylefoto.com/short-hair-women-over-40/";"0.00";"0.00";"0.20";"10300000";"0.33,0.67,1.00,0.67,0.33,0.33,1.00,1.00,0.67,0.67,0.33,0.67";"1485037127"
"men hairstyles bangs";"98";"0";"20";"82.19";"0.00";"http://hairstylefoto.com/long-hairstyles-with-bangs-for-men/";"0.00";"0.00";"0.01";"18400000";"0.33,0.33,0.33,0.67,0.33,0.67,0.67,0.33,0.67,1.00,0.67,0.33";"1484403997"
"medium length layered hairstyles";"66";"67";"2900";"81.05";"0.11";"http://hairstylefoto.com/medium-length-long-layered-hairstyles/";"0.00";"0.00";"0.13";"1450000";"0.44,0.24,0.30,0.81,0.44,0.35,0.24,0.81,1.00,0.81,0.54,0.19";"1485398067"
"cute updos for bridesmaids";"36";"0";"50";"86.08";"0.00";"http://hairstylefoto.com/cute-wedding-hairstyles-for-bridesmaids/";"0.00";"0.00";"0.00";"3700000";"0.44,1.00,0.56,0.11,0.56,0.11,1.00,0.78,0.33,0.56,0.56,0.44";"1482367996"
"best hair styles for prom";"73";"0";"50";"85.23";"0.00";"http://hairstylefoto.com/best-prom-hairstyles-for-long-hair/";"0.00";"0.00";"0.14";"8730000";"0.78,0.11,0.33,1.00,0.33,0.22,0.56,0.22,0.56,1.00,0.11,0.11";"1482386095"
"staright bangs";"97";"0";"20";"86.30";"0.00";"http://hairstylefoto.com/long-hair-straight-bangs/";"0.00";"0.00";"0.00";"22000000";"0.50,0.50,1.00,0.50,1.00,1.00,1.00,1.00,1.00,0.50,0.50,0.50";"1484437882"
"african american haircuts 2014";"22";"0";"10";"83.45";"0.00";"http://hairstylefoto.com/short-african-american-haircuts-2014/";"0.00";"0.00";"0.00";"14100000";"1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00";"1484683405"
"hipster boy haircut";"18";"24";"70";"73.13";"0.00";"http://hairstylefoto.com/hipster-boy-haircuts/";"0.00";"0.00";"0.00";"1690000";"0.36,0.36,0.36,0.36,0.64,0.64,1.00,0.79,0.36,0.29,0.36,0.36";"1482940805"
"popular hairstyles for boys";"75";"0";"110";"81.00";"0.00";"http://hairstylefoto.com/best-boys-hairstyles/";"0.00";"0.00";"0.11";"33900000";"0.65,0.53,0.53,0.53,0.82,1.00,0.41,0.65,0.65,0.65,1.00,0.65";"1482882288"
"best haircuts 2014";"63";"0";"30";"84.09";"0.00";"http://hairstylefoto.com/best-short-haircut-2014/";"0.00";"0.00";"0.00";"55500000";"1.00,0.29,0.24,0.12,0.06,0.06,0.06,0.06,0.12,0.06,0.06,0.00";"1484798052"
"black braid hairstyles for long hair";"36";"0";"70";"80.83";"0.10";"http://hairstylefoto.com/braided-hairstyles-for-black-girls-with-long-hair/";"0.00";"0.00";"0.11";"14000000";"0.78,0.56,0.56,1.00,1.00,1.00,0.78,0.56,0.44,0.33,0.78,0.78";"1482919399"
"black braid hairstyles for long hair";"35";"0";"70";"80.83";"0.10";"http://hairstylefoto.com/black-braid-hairstyles-for-long-hair/";"0.00";"0.00";"0.11";"14000000";"0.78,0.56,0.56,1.00,1.00,1.00,0.78,0.56,0.44,0.33,0.78,0.78";"1482919399"
"short hairstyles for girls with glasses";"52";"0";"90";"81.58";"0.00";"http://hairstylefoto.com/short-hairstyles-for-girls-with-glasses/";"0.00";"0.00";"0.27";"6810000";"0.22,1.00,0.11,0.44,0.11,0.78,0.78,0.78,0.33,0.11,0.11,0.33";"1485309465"
"different types of perms for short hair";"57";"0";"30";"75.36";"0.00";"http://hairstylefoto.com/types-of-perms-for-short-hair/";"0.00";"0.00";"0.18";"474000";"0.60,0.80,0.40,0.40,0.40,0.80,0.40,0.60,0.60,0.40,0.80,1.00";"1484749463"
"shaggy layered medium hairstyles";"90";"0";"20";"80.06";"0.00";"http://hairstylefoto.com/pictures-of-long-shaggy-layered-hairstyles/";"0.00";"0.00";"0.57";"1520000";"0.25,0.50,0.25,0.25,0.50,0.25,0.75,1.00,0.25,0.25,0.25,0.25";"1484401926"
"traditional indian hairstyle";"31";"0";"10";"73.48";"0.00";"http://hairstylefoto.com/traditional-indian-wedding-hairstyles/";"0.00";"0.00";"0.00";"811000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484695286"
"short womens haircuts for thick wavy hair";"21";"0";"20";"78.15";"0.00";"http://hairstylefoto.com/womens-short-hairstyles-for-thick-wavy-hair/";"0.00";"0.00";"0.11";"1970000";"0.67,1.00,0.67,0.67,0.67,1.00,0.33,0.33,0.33,0.33,0.67,0.33";"1484412456"
"half up wedding hairstyles with veil";"49";"0";"40";"83.35";"0.00";"http://hairstylefoto.com/half-up-wedding-hairstyles-with-veil/";"0.00";"0.00";"0.04";"1910000";"1.00,1.00,1.00,0.33,0.22,0.22,0.22,0.11,0.22,0.22,0.33,0.44";"1483073696"
"simple indian hair styles";"33";"0";"10";"82.65";"0.00";"http://hairstylefoto.com/simple-indian-hairstyles-for-long-hair/";"0.00";"0.00";"0.00";"23900000";"1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1482497678"
"short bob hairstyles for weddings";"36";"33";"10";"86.05";"0.00";"http://hairstylefoto.com/wedding-hairstyles-for-short-bob-hair/";"0.00";"0.00";"0.05";"4980000";"0.33,0.33,0.67,0.67,0.33,0.67,1.00,0.33,0.33,0.33,0.33,0.33";"1484629231"
"asymmetrical natural hair styles";"63";"68";"10";"83.14";"0.00";"http://hairstylefoto.com/short-asymmetrical-bob-hairstyles/";"0.00";"0.00";"0.00";"1930000";"1.00,0.50,1.00,0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.50,0.50";"1484620119"
"summer african american hairstyles";"92";"0";"40";"83.97";"0.00";"http://hairstylefoto.com/summer-black-hairstyles/";"0.00";"0.00";"0.05";"19500000";"0.11,0.11,0.11,1.00,0.44,0.22,0.78,0.22,0.78,0.11,0.11,0.11";"1482421853"
"short hair styles for seniors";"49";"0";"30";"80.86";"0.97";"http://hairstylefoto.com/short-hairstyles-for-seniors/short-hairstyles-for-seniors-photo-1/";"0.00";"0.00";"0.39";"973000";"0.75,0.75,0.75,0.75,0.75,0.50,1.00,0.75,0.75,0.75,0.75,1.00";"1483160056"
"korean hairstyles for medium hair";"84";"0";"10";"77.50";"0.00";"http://hairstylefoto.com/short-korean-hairstyles-for-men/";"0.00";"0.00";"0.00";"2710000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1482483306"
"long layered feathered hairstyles";"43";"23";"20";"85.99";"0.00";"http://hairstylefoto.com/layered-feathered-hairstyles-for-long-hair/";"0.00";"0.00";"0.01";"3610000";"0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.33,0.33,0.67,0.67,0.33";"1485071851"
"long layered feathered hairstyles";"44";"24";"20";"85.99";"0.00";"http://hairstylefoto.com/long-feathered-layered-hairstyles/";"0.00";"0.00";"0.01";"3610000";"0.67,0.67,0.67,0.67,0.67,0.67,1.00,0.33,0.33,0.67,0.67,0.33";"1485071851"
"biker girl hair";"34";"0";"70";"80.55";"0.00";"http://hairstylefoto.com/biker-girl-hairstyles/";"0.00";"0.00";"0.01";"10500000";"1.00,0.45,0.36,0.09,0.36,0.09,0.64,0.64,0.18,0.36,0.36,1.00";"1482113556"
"tapered haircut back view";"32";"40";"30";"79.90";"0.00";"http://hairstylefoto.com/short-haircuts-tapered-back/";"0.00";"0.00";"0.01";"12400000";"0.75,0.75,1.00,0.75,0.50,0.50,0.75,0.75,0.50,0.75,0.75,0.50";"1483127867"
"black girl braiding hairstyles";"31";"0";"260";"80.16";"0.00";"http://hairstylefoto.com/black-little-girl-braided-hairstyles/";"0.00";"0.00";"0.09";"1150000";"0.04,0.20,0.08,0.08,0.16,1.00,0.11,0.11,0.05,0.05,0.25,0.08";"1482786104"
"black hairstyles medium length hair";"49";"39";"110";"76.14";"0.00";"http://hairstylefoto.com/black-hair-medium-length-hairstyles/";"0.00";"0.00";"0.16";"28100000";"0.67,0.52,0.24,0.33,0.33,0.43,1.00,0.67,0.81,0.43,0.33,0.43";"1482867714"
"2 strand twist hairstyles";"37";"39";"140";"83.07";"0.06";"http://hairstylefoto.com/natural-black-hairstyles-two-strand-twist/";"0.00";"0.00";"0.16";"318000";"0.35,0.67,1.00,0.23,0.15,0.15,0.10,0.19,0.29,0.35,0.29,0.08";"1482832362"
"short hairstyles for men with round faces";"38";"33";"40";"74.48";"0.00";"http://hairstylefoto.com/short-hairstyles-for-men-with-round-faces/";"0.00";"0.00";"0.03";"8410000";"1.00,1.00,0.80,0.80,0.80,0.80,0.80,0.80,0.60,0.40,0.80,0.40";"1483085408"
"hairstyles for long hair for wedding guest";"43";"0";"30";"83.84";"0.00";"http://hairstylefoto.com/wedding-guest-hairstyles-for-short-hair/";"0.00";"0.00";"0.07";"1850000";"0.60,0.60,0.60,0.80,1.00,0.80,0.60,0.60,0.40,0.20,0.20,0.20";"1483122324"
"emo hair back view";"24";"0";"20";"79.44";"0.00";"http://hairstylefoto.com/boy-emo-hairstyle/";"0.00";"0.00";"0.00";"1600000";"1.00,0.50,1.00,1.00,1.00,0.50,0.50,0.50,0.50,0.50,1.00,1.00";"1484488543"
"pictures of curly afros";"61";"74";"10";"79.30";"0.00";"http://hairstylefoto.com/short-curly-afro-hairstyles/";"0.00";"0.00";"0.00";"13100000";"0.50,0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.50,1.00,0.50,0.50";"1484625508"
"wedding updos with birdcage veil";"62";"0";"10";"76.15";"0.00";"http://hairstylefoto.com/vintage-wedding-hairstyles-with-birdcage-veil/";"0.00";"0.00";"0.00";"340000";"0.50,1.00,0.50,1.00,1.00,1.00,0.50,0.50,0.50,0.50,1.00,0.50";"1482504221"
"short hairstyles for older women";"94";"0";"5400";"83.07";"0.98";"http://hairstylefoto.com/short-hairstyles-for-the-older-women/";"0.00";"0.00";"0.22";"2010000";"1.00,0.67,0.67,0.54,1.00,0.67,0.54,0.44,0.44,0.54,0.81,0.67";"1485371209"
"hairstyle ideas for wedding guests";"45";"0";"10";"86.39";"0.00";"http://hairstylefoto.com/hairstyle-ideas-for-wedding-guest/";"0.00";"0.00";"0.06";"853000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00";"1484708881"
"long hairstyles with curls";"87";"60";"110";"88.07";"0.00";"http://hairstylefoto.com/hairstyles-with-curls-for-long-hair/";"0.00";"0.00";"0.05";"15300000";"0.79,0.79,1.00,0.50,0.50,0.79,1.00,0.79,0.64,0.64,1.00,1.00";"1482861211"
"hairstyle for round face thin hair";"28";"36";"40";"86.91";"0.00";"http://hairstylefoto.com/short-hairstyles-for-round-faces-and-thin-hair/";"0.00";"0.00";"0.07";"3560000";"0.18,0.09,0.18,0.18,0.18,0.09,0.09,0.36,1.00,0.64,0.64,0.45";"1483085664"
"long hairstyles for older women";"66";"0";"720";"84.44";"1.04";"http://hairstylefoto.com/hairstyles-for-older-women-with-long-hair/";"0.00";"0.00";"0.20";"13900000";"1.00,0.72,0.48,0.48,0.59,0.72,0.72,0.88,0.72,0.72,0.88,0.72";"1484310114"
"long hair for toddler boys";"95";"0";"50";"81.10";"0.00";"http://hairstylefoto.com/cutting-toddler-boy-hair/";"0.00";"0.00";"0.04";"3020000";"0.57,1.00,1.00,0.43,1.00,0.29,0.14,0.71,0.14,0.43,0.43,1.00";"1482278009"
