Keyword;Search Volume;Keyword Difficulty Index;CPC;Url;Traffic Cost (%);Competition;Number of Results;Trends
"tyra banks haircut";"1000";"85.65";"0.00";"http://hairstylefoto.com/tyra-banks-wedding/";"0.00";"0.02";"1120000";"0.37,0.42,0.42,0.25,0.25,0.54,1.00,0.79,0.42,0.42,0.25,0.11"
"african american spiral curl hairstyles";"40";"74.90";"0.00";"http://hairstylefoto.com/black-spiral-curl-hairstyles/";"0.00";"0.22";"785000";"0.57,0.43,0.71,0.71,1.00,0.57,0.57,0.71,0.57,0.57,0.71,0.29"
"angled bob hairstyles with bangs";"90";"76.41";"0.00";"http://hairstylefoto.com/short-angled-bob-with-bangs/";"0.00";"0.04";"1910000";"0.64,0.79,0.64,0.64,1.00,1.00,0.50,0.29,0.21,0.21,0.50,0.50"
"asian bob hairstyles 2014";"20";"69.08";"0.00";"http://hairstylefoto.com/asian-boy-hairstyles-2014/";"0.00";"0.00";"20200000";"1.00,0.36,0.07,0.07,0.07,0.07,0.07,0.00,0.07,0.07,0.07,0.00"
"haircut wavy thick hair";"20";"84.44";"0.00";"http://hairstylefoto.com/long-hairstyles-for-wavy-thick-hair/";"0.00";"0.03";"969000";"0.50,0.25,1.00,0.50,0.50,0.50,0.25,0.25,0.25,0.25,0.25,0.25"
"sew in weave short bob hairstyles";"40";"76.12";"0.00";"http://hairstylefoto.com/short-bob-sew-in-weave-hairstyles/";"0.00";"0.55";"0";"1.00,0.22,0.44,0.11,0.44,0.33,0.78,0.33,0.78,0.11,0.11,0.22"
"bob cut 2013";"10";"86.34";"0.00";"http://hairstylefoto.com/short-bob-cuts-2013/";"0.00";"0.00";"18400000";"0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00"
"red ombre hair ideas";"20";"79.39";"0.00";"http://hairstylefoto.com/black-ombre-hair-ideas/";"0.00";"0.00";"28800000";"1.00,0.50,0.75,0.50,0.50,0.50,0.50,0.50,0.25,0.50,0.25,1.00"
"short layered bobs with bangs";"170";"85.19";"0.00";"http://hairstylefoto.com/short-layered-bob-haircut-with-bangs/";"0.00";"0.06";"1410000";"1.00,0.24,0.19,0.15,0.66,0.15,0.07,0.08,0.15,0.15,0.29,0.08"
"short layered bobs with bangs";"170";"85.19";"0.00";"http://hairstylefoto.com/short-layered-bob-with-bangs/";"0.00";"0.06";"1410000";"1.00,0.24,0.19,0.15,0.66,0.15,0.07,0.08,0.15,0.15,0.29,0.08"
"indian hairstyles for wedding party";"10";"80.80";"0.00";"http://hairstylefoto.com/hairstyles-for-wedding-party-indian/";"0.00";"0.05";"2320000";"1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"short hair for formal events";"40";"85.80";"1.55";"http://hairstylefoto.com/hairstyles-for-formal-events-long-hair/";"0.00";"0.22";"2900000";"1.00,0.78,0.56,0.22,0.56,0.33,0.33,1.00,0.33,0.11,0.11,0.78"
"long curly weave tumblr";"20";"72.30";"0.00";"http://hairstylefoto.com/curly-hairstyles-for-long-hair-tumblr/";"0.00";"0.25";"0";"0.67,0.67,0.33,0.33,1.00,0.67,1.00,0.33,0.67,0.67,0.33,0.33"
"long curly weave tumblr";"20";"72.30";"0.00";"http://hairstylefoto.com/long-weave-hairstyles-tumblr/";"0.00";"0.25";"0";"0.67,0.67,0.33,0.33,1.00,0.67,1.00,0.33,0.67,0.67,0.33,0.33"
"men with curly hair tumblr";"10";"47.07";"0.00";"http://hairstylefoto.com/curly-hairstyles-for-long-hair-tumblr/";"0.00";"0.03";"2880000";"0.50,1.00,0.50,1.00,0.50,1.00,0.50,0.50,0.50,1.00,0.50,0.50"
"haircut for long curly thick hair";"20";"84.22";"0.00";"http://hairstylefoto.com/curly-hairstyles-for-long-thick-hair/";"0.00";"0.00";"3480000";"0.50,1.00,1.00,0.50,1.00,0.50,1.00,1.00,1.00,1.00,1.00,0.50"
"haircut for long curly thick hair";"20";"84.22";"0.00";"http://hairstylefoto.com/hairstyles-for-long-curly-thick-hair/";"0.00";"0.00";"3480000";"0.50,1.00,1.00,0.50,1.00,0.50,1.00,1.00,1.00,1.00,1.00,0.50"
"haircut for long curly thick hair";"20";"84.22";"0.00";"http://hairstylefoto.com/hairstyles-for-thick-long-curly-hair/";"0.00";"0.00";"3480000";"0.50,1.00,1.00,0.50,1.00,0.50,1.00,1.00,1.00,1.00,1.00,0.50"
"70s curly hairstyles";"40";"83.21";"0.00";"http://hairstylefoto.com/black-70s-hairstyles/";"0.00";"0.00";"4560000";"0.56,0.78,0.78,0.56,0.56,0.78,1.00,0.33,0.11,0.11,0.11,0.22"
"short hair winter 2014";"10";"78.82";"0.00";"http://hairstylefoto.com/short-hairstyles-for-winter-2014/";"0.00";"0.00";"11800000";"1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00"
"blonde medium long hairstyles";"70";"84.62";"0.00";"http://hairstylefoto.com/hairs/long-hairstyles/long-blonde-hairstyles/";"0.00";"0.00";"33700000";"0.56,0.44,0.78,0.33,0.78,0.11,0.44,0.56,0.11,0.78,0.78,1.00"
"cute 16 year old";"170";"91.73";"0.00";"http://hairstylefoto.com/cute-15-year-old-boys/";"0.00";"0.02";"44100000";"0.42,0.54,0.42,0.54,0.54,0.42,0.42,0.54,1.00,0.81,0.81,0.65"
"american girl doll hair styles";"140";"78.90";"0.00";"http://hairstylefoto.com/american-girl-doll-hairstyles/";"0.00";"0.14";"4580000";"0.67,0.52,0.52,0.81,1.00,0.67,0.43,0.43,0.67,0.81,0.81,0.52"
"short hairstyles for thick straight hair";"110";"74.94";"0.31";"http://hairstylefoto.com/short-hairstyles-for-straight-thick-hair/";"0.00";"0.04";"8710000";"0.52,0.52,0.43,1.00,0.52,0.43,0.52,0.43,0.33,0.43,0.43,0.52"
"black short hairstyle";"390";"81.61";"6.70";"http://hairstylefoto.com/short-hairstyle-for-black-girls/";"0.00";"0.20";"3130000";"0.54,0.44,0.81,0.81,0.81,1.00,0.66,0.54,0.44,0.54,0.44,0.54"
"short haircuts for long faces and fine hair";"30";"85.88";"1.86";"http://hairstylefoto.com/cute-short-hairstyles-for-long-faces/";"0.00";"0.14";"3010000";"0.43,0.43,0.57,0.43,0.43,0.71,0.43,0.29,0.43,0.29,0.43,1.00"
"short haircuts for long faces and fine hair";"30";"85.88";"1.86";"http://hairstylefoto.com/short-hairstyles-for-round-face-and-fine-hair/";"0.00";"0.14";"3010000";"0.43,0.43,0.57,0.43,0.43,0.71,0.43,0.29,0.43,0.29,0.43,1.00"
"hairstyle short hair girl";"50";"86.41";"0.00";"http://hairstylefoto.com/cool-hairstyles-for-short-hair-girl/";"0.00";"0.00";"15900000";"0.78,0.78,0.56,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.33"
"easy formal hairstyles for long hair";"140";"84.67";"2.07";"http://hairstylefoto.com/formal-hairstyles-for-long-hair-easy/";"0.00";"0.03";"1650000";"0.65,1.00,0.19,0.35,0.35,0.35,0.54,0.35,0.54,0.65,0.65,0.65"
"hairstyle curly hair round face";"10";"85.36";"0.00";"http://hairstylefoto.com/short-curly-hair-round-face/";"0.00";"0.00";"1750000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"medium hairstyles for thin fine hair";"40";"85.82";"6.26";"http://hairstylefoto.com/short-to-medium-hairstyles-for-thin-fine-hair/";"0.00";"0.25";"6880000";"0.21,0.21,0.14,0.36,1.00,0.21,0.07,0.21,0.50,0.14,0.14,0.14"
"black girl hairstyles for natural hair";"30";"86.16";"0.00";"http://hairstylefoto.com/black-girl-hairstyles-natural-hair/";"0.00";"0.09";"6460000";"0.43,0.43,0.57,0.43,1.00,0.57,0.57,0.14,0.29,0.29,0.57,0.29"
"japanese haircut style";"20";"79.87";"0.00";"http://hairstylefoto.com/japanese-hairstyle-for-long-hair/";"0.00";"0.03";"2780000";"1.00,0.33,0.33,0.33,0.33,0.67,0.33,0.33,1.00,0.33,0.67,0.67"
"layered v cut hair";"170";"79.90";"0.00";"http://hairstylefoto.com/long-layered-v-cut-hairstyles/";"0.00";"0.01";"4590000";"0.03,0.06,1.00,0.24,1.00,0.67,0.16,0.05,0.30,0.44,0.02,0.06"
"black women quick weave hairstyles";"20";"83.53";"0.09";"http://hairstylefoto.com/short-quick-weave-hairstyles-for-black-women/";"0.00";"0.31";"6800000";"0.67,0.33,0.33,0.33,0.33,0.33,0.33,0.67,1.00,0.33,1.00,0.33"
"long 1920s hair";"40";"77.52";"0.00";"http://hairstylefoto.com/1920s-long-hair/";"0.00";"0.02";"2130000";"0.56,0.44,0.22,0.11,0.11,0.33,0.56,1.00,0.56,0.78,0.44,0.44"
"oblong face hairstyles women";"10";"87.15";"0.00";"http://hairstylefoto.com/best-hairstyle-for-oblong-face-shape/";"0.00";"0.00";"423000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"black american hairstyles 2014";"10";"82.16";"0.00";"http://hairstylefoto.com/black-american-hairstyles/";"0.00";"0.00";"5230000";"1.00,0.50,0.50,0.50,0.00,1.00,0.50,0.00,0.50,0.50,0.00,0.50"
"texturizer for women";"170";"86.35";"0.31";"http://hairstylefoto.com/texturizer-for-short-hair/";"0.00";"0.95";"273000";"0.81,1.00,0.66,0.34,0.28,0.81,0.44,0.66,0.66,0.44,0.53,0.22"
"2015 boy hairstyles";"320";"73.00";"0.00";"http://hairstylefoto.com/2015-hairstyles-for-boys/";"0.00";"0.00";"8360000";"0.67,0.55,0.67,0.67,1.00,0.19,0.24,0.30,0.12,0.10,0.05,0.01"
"little boys haircuts for curly hair";"30";"77.95";"0.06";"http://hairstylefoto.com/curly-hair-boy-haircuts/";"0.00";"0.11";"2360000";"0.60,0.80,1.00,1.00,0.80,0.80,0.40,0.20,0.40,0.40,0.60,0.60"
"layered medium long haircuts";"10";"83.63";"0.00";"http://hairstylefoto.com/medium-long-layered-hairstyles/";"0.00";"0.01";"3470000";"0.50,0.25,0.25,0.50,1.00,0.50,0.25,0.25,0.25,0.25,0.25,0.25"
"60s hairstyles for short hair";"50";"76.23";"0.00";"http://hairstylefoto.com/60s-hairstyles-long-hair/";"0.00";"0.02";"825000";"0.45,0.36,0.27,0.18,0.36,0.36,0.45,1.00,0.45,0.64,0.64,0.64"
"long straight hair haircuts";"20";"77.56";"0.09";"http://hairstylefoto.com/haircut-ideas-long-straight-hair/";"0.00";"0.16";"1360000";"0.67,0.33,0.67,0.33,0.33,0.67,0.33,0.33,0.67,1.00,1.00,1.00"
"haircuts for long faces and thick hair";"20";"85.65";"0.00";"http://hairstylefoto.com/short-hairstyles-for-thick-hair-long-face/";"0.00";"0.22";"4510000";"0.14,0.29,0.29,0.29,0.14,0.14,0.14,0.71,1.00,0.43,0.57,0.14"
"black people sew in";"90";"87.74";"1.23";"http://hairstylefoto.com/cute-sew-in-hairstyles-for-black-people/";"0.00";"0.08";"2240000";"0.22,1.00,0.11,0.44,0.11,0.78,0.78,0.78,0.33,0.11,0.11,0.33"
"curly party hairstyles long hair";"10";"83.10";"0.00";"http://hairstylefoto.com/curly-party-hairstyles-long-hair/";"0.00";"0.00";"5170000";"1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
"black braid styles 2015";"320";"81.35";"0.17";"http://hairstylefoto.com/black-braided-hairstyles-2015/";"0.00";"0.23";"7760000";"0.10,0.24,0.36,0.82,0.24,0.12,0.19,0.55,1.00,0.30,0.19,0.08"
"short hairstyles long fringe";"10";"81.31";"0.00";"http://hairstylefoto.com/long-fringe-short-back/";"0.00";"0.00";"1840000";"1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00"
"updated short hairstyles";"10";"80.36";"0.00";"http://hairstylefoto.com/updated-hairstyles-for-long-hair/";"0.00";"0.36";"2540000";"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00"
"mens haircuts 2014";"480";"80.51";"0.00";"http://hairstylefoto.com/short-mens-haircuts-2014/";"0.00";"0.03";"6440000";"1.00,0.20,0.11,0.07,0.07,0.05,0.07,0.09,0.07,0.07,0.05,0.05"
"mohawk styles on natural hair";"50";"78.52";"0.00";"http://hairstylefoto.com/mohawk-hairstyles-for-black-women-with-natural-hair/";"0.00";"0.00";"1580000";"0.19,1.00,0.27,0.15,0.04,0.08,0.12,0.08,0.04,0.08,0.04,0.04"
"short hair cuts over 50";"50";"85.52";"1.17";"http://hairstylefoto.com/short-haircuts-for-women-over-50-with-round-faces/";"0.00";"0.21";"7870000";"0.71,1.00,1.00,0.71,0.71,0.71,0.57,0.71,0.71,0.57,0.71,1.00"
"hairstyle with long dress";"10";"84.37";"0.00";"http://hairstylefoto.com/one-shoulder-dress-hairstyles-long-hair/";"0.00";"0.00";"3660000";"0.33,0.67,0.67,1.00,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33"
"very short stacked bob haircuts";"20";"81.91";"0.18";"http://hairstylefoto.com/short-stacked-bob-haircuts/";"0.00";"0.22";"0";"0.40,0.80,0.40,0.40,1.00,0.20,0.40,0.40,0.20,0.20,0.40,0.20"
"black hair with lowlights";"320";"86.62";"0.00";"http://hairstylefoto.com/black-hair-with-lowlights/";"0.00";"0.01";"3880000";"1.00,0.81,1.00,1.00,0.81,1.00,0.81,0.81,0.81,1.00,1.00,1.00"
"ladies over 60";"30";"86.59";"0.33";"http://hairstylefoto.com/short-hairstyles-for-ladies-over-60/";"0.00";"0.62";"22400000";"0.40,0.20,0.40,0.60,0.80,0.60,0.80,0.60,1.00,0.60,0.60,0.60"
"1950 hairstyles updos";"10";"75.57";"0.00";"http://hairstylefoto.com/1950s-black-hairstyles/";"0.00";"0.27";"516000";"1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
"french roll natural black hair";"90";"86.28";"0.00";"http://hairstylefoto.com/black-french-roll-hairstyles/";"0.00";"0.03";"1180000";"0.44,0.78,0.11,0.56,0.11,1.00,0.33,1.00,0.33,0.56,0.56,0.78"
"hair color for long curly hair";"20";"80.25";"0.00";"http://hairstylefoto.com/hair-color-for-long-curly-hair/hair-color-for-long-curly-hair-photo-1/";"0.00";"0.16";"14300000";"0.33,0.67,0.33,0.33,0.67,1.00,1.00,0.67,0.67,0.67,0.67,0.33"
"club hairstyles for medium hair";"20";"83.56";"0.00";"http://hairstylefoto.com/club-hairstyles-for-long-hair/";"0.00";"0.04";"1880000";"0.80,1.00,0.20,0.20,0.40,0.40,0.20,0.40,0.20,0.40,0.40,0.60"
"club hairstyles for medium hair";"20";"83.56";"0.00";"http://hairstylefoto.com/club-hairstyles-for-short-hair/";"0.00";"0.04";"1880000";"0.80,1.00,0.20,0.20,0.40,0.40,0.20,0.40,0.20,0.40,0.40,0.60"
"short hairstyle for black women with short hair";"20";"82.20";"0.00";"http://hairstylefoto.com/short-hairstyle-black-women/";"0.00";"0.10";"2840000";"0.50,0.75,1.00,0.75,0.75,0.50,0.25,0.25,0.50,0.25,0.25,0.25"
"curly hair stacked bob";"40";"72.54";"0.10";"http://hairstylefoto.com/short-curly-stacked-bob-hairstyles/";"0.00";"0.05";"0";"0.60,0.80,1.00,0.60,0.80,1.00,0.60,0.60,1.00,0.80,1.00,0.80"
"girls fohawk";"50";"81.38";"0.00";"http://hairstylefoto.com/short-fohawk-haircut/";"0.00";"0.00";"292000";"1.00,1.00,1.00,1.00,1.00,0.80,0.80,0.80,0.80,0.40,0.80,0.80"
"older lady haircut styles";"10";"84.02";"0.00";"http://hairstylefoto.com/short-ladies-hairstyles-for-older-ladies/";"0.00";"0.16";"2990000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"blunt long haircuts";"50";"89.81";"0.00";"http://hairstylefoto.com/blunt-cut-hairstyles-for-long-hair/";"0.00";"0.00";"10000000";"0.18,0.09,0.36,0.09,0.27,0.45,0.64,0.82,0.82,1.00,1.00,0.27"
"permed hairstyles for black women";"10";"84.08";"0.00";"http://hairstylefoto.com/short-permed-hairstyles-for-black-women/";"0.00";"0.00";"2800000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"inverted long bob with bangs";"40";"81.41";"0.00";"http://hairstylefoto.com/long-inverted-bob-with-bangs/";"0.00";"0.00";"10100000";"1.00,0.40,0.60,0.80,0.80,0.60,0.60,1.00,0.40,0.60,0.60,0.80"
"womens latest haircuts";"10";"85.79";"0.00";"http://hairstylefoto.com/latest-haircuts-for-long-hairs/";"0.00";"0.73";"2240000";"0.33,0.67,0.33,0.67,0.67,0.67,0.67,0.33,1.00,0.33,0.33,0.33"
"layered hair from back";"50";"82.43";"0.00";"http://hairstylefoto.com/long-layered-hair-back-view/";"0.00";"0.20";"2970000";"0.22,0.44,0.44,0.44,0.44,0.56,0.44,0.56,0.78,0.78,0.56,1.00"
"prom hairstyle ideas for short hair";"10";"81.32";"0.00";"http://hairstylefoto.com/prom-hairstyles-for-really-short-hair/";"0.00";"0.00";"6920000";"0.33,0.67,1.00,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.33"
"black weave hairstyles for long hair";"10";"79.37";"0.10";"http://hairstylefoto.com/long-black-weave-hairstyles-with-bangs/";"0.00";"0.87";"9770000";"0.25,0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.25,0.50,0.50,1.00"
"asymmetric hairstyles for black women";"10";"83.03";"0.00";"http://hairstylefoto.com/asymmetric-hairstyles-long/";"0.00";"0.03";"6000000";"0.33,0.67,0.33,0.67,0.33,0.33,0.67,1.00,0.67,0.33,0.33,0.33"
"fast wavy hair";"10";"88.16";"0.00";"http://hairstylefoto.com/quick-easy-hairstyles-for-long-thick-wavy-hair/";"0.00";"0.16";"764000";"0.33,0.67,1.00,0.33,0.67,0.33,0.67,0.33,0.33,0.33,0.33,0.33"
"wedding hair styles for shoulder length hair";"10";"82.16";"0.00";"http://hairstylefoto.com/wedding-updos-for-medium-length-hair/";"0.00";"0.00";"4780000";"0.50,1.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
"pictures of short hair cuts for women";"40";"82.98";"1.09";"http://hairstylefoto.com/short-haircuts-women-photos/";"0.00";"0.26";"1690000";"1.00,0.80,1.00,1.00,0.80,0.80,1.00,0.80,0.60,0.40,0.80,0.80"
"1960s hairstyles women";"10";"79.95";"0.00";"http://hairstylefoto.com/1960s-hairstyles-for-long-hair/";"0.00";"0.00";"807000";"1.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50"
"braid styles for wedding";"50";"88.23";"0.25";"http://hairstylefoto.com/braids-hairstyles-for-weddings/";"0.00";"0.07";"1140000";"0.56,0.44,0.78,0.78,1.00,0.56,0.22,0.44,0.22,0.11,0.44,0.33"
"short haircuts fine thin hair";"30";"70.93";"0.00";"http://hairstylefoto.com/haircuts-for-fine-thin-hair-and-long-face/";"0.00";"0.29";"2340000";"1.00,0.29,0.29,0.71,0.57,0.29,0.43,0.14,0.29,0.14,0.29,0.43"
"hairstyles on gowns";"10";"80.94";"0.00";"http://hairstylefoto.com/hairstyles-for-wedding-gowns/";"0.00";"0.18";"1120000";"0.00,1.00,1.00,0.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00"
"easy wedding updos for medium hair";"20";"89.87";"0.00";"http://hairstylefoto.com/wedding-updos-for-medium-length-hair/";"0.00";"0.01";"1210000";"0.75,0.75,0.75,0.75,0.50,0.50,0.75,1.00,0.25,0.50,0.75,0.50"
"good haircuts for chubby faces";"50";"78.57";"0.00";"http://hairstylefoto.com/long-hairstyles-for-chubby-faces/";"0.00";"0.00";"3600000";"0.78,0.33,0.33,0.33,0.44,0.56,0.56,0.78,0.78,1.00,1.00,0.78"
"short sassy hair";"210";"91.00";"0.89";"http://hairstylefoto.com/short-sassy-haircuts-for-thin-hair/";"0.00";"0.10";"40400000";"1.00,0.66,0.53,1.00,0.53,0.66,0.53,0.66,0.44,0.53,0.53,0.53"
"very short afro hairstyles";"20";"81.12";"0.00";"http://hairstylefoto.com/short-afro-hairstyles-for-black-women/";"0.00";"0.04";"1770000";"1.00,1.00,1.00,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.67,0.67"
"medium hair with lots of layers";"40";"82.25";"0.00";"http://hairstylefoto.com/lots-of-layers-for-long-hair/";"0.00";"0.01";"768000";"0.80,0.60,0.80,0.80,1.00,0.80,0.80,0.80,0.60,1.00,1.00,1.00"
"curly hair for older women";"20";"82.34";"0.00";"http://hairstylefoto.com/short-hairstyles-for-older-women-with-curly-hair/";"0.00";"0.29";"109000000";"0.67,0.33,0.33,0.33,0.67,0.33,1.00,0.67,0.67,0.33,1.00,1.00"
"curly updos black hair";"70";"85.90";"3.19";"http://hairstylefoto.com/black-curly-updo-hairstyles/";"0.00";"0.15";"10200000";"1.00,0.18,0.18,0.05,0.18,0.23,0.03,0.23,0.10,0.18,0.18,0.08"
"black hair websites with pictures";"10";"79.97";"1.33";"http://hairstylefoto.com/black-hair-websites-with-pictures/";"0.00";"0.31";"70100000";"0.67,0.33,0.33,0.33,0.33,0.67,0.67,0.67,0.33,0.33,0.33,1.00"
"women of color hairstyles";"20";"81.07";"1.30";"http://hairstylefoto.com/short-hairstyles-for-women-of-color/";"0.00";"0.16";"1900000";"0.67,1.00,0.67,1.00,0.67,1.00,0.67,0.67,0.33,0.67,0.67,0.67"
"biracial men hairstyles";"30";"70.17";"0.00";"http://hairstylefoto.com/biracial-girl-hairstyles/";"0.00";"0.08";"1550000";"0.75,0.75,0.75,1.00,0.75,1.00,1.00,0.50,0.50,0.75,0.50,0.50"
"very short permed hair";"30";"85.19";"0.22";"http://hairstylefoto.com/short-hairstyles-for-permed-hair/";"0.00";"0.29";"1100000";"1.00,0.20,0.60,0.40,0.20,0.20,0.40,0.60,0.60,0.40,0.60,0.80"
"short hairstyles with lots of layers";"30";"85.26";"0.00";"http://hairstylefoto.com/lots-of-layers-for-long-hair/";"0.00";"0.06";"3140000";"1.00,1.00,0.67,0.67,0.67,1.00,1.00,0.67,0.67,0.67,1.00,1.00"
"hairstyle for little girls with long hair";"20";"84.17";"0.00";"http://hairstylefoto.com/little-girls-hairstyles-for-long-hair/";"0.00";"0.06";"3580000";"0.75,1.00,0.75,0.75,0.25,0.75,0.25,0.25,0.25,0.25,0.25,0.25"
"long dark hair with caramel highlights";"30";"84.57";"0.00";"http://hairstylefoto.com/black-hair-with-caramel-highlights/";"0.00";"0.01";"4240000";"1.00,0.75,0.50,0.25,1.00,0.75,0.50,0.75,0.50,0.50,0.50,0.75"
"wedding hairstyles for long straight hair down";"70";"82.03";"0.00";"http://hairstylefoto.com/wedding-hairstyles-hair-down/";"0.00";"0.12";"10200000";"0.56,0.11,0.11,0.44,0.11,1.00,0.78,0.22,0.78,0.44,0.44,0.11"
"short hair with long top";"30";"83.23";"0.02";"http://hairstylefoto.com/short-sides-long-top-mens-haircut/";"0.00";"0.01";"195000000";"0.75,0.50,0.50,0.50,0.50,0.50,0.50,0.75,0.75,0.75,1.00,0.75"
"hairstyles braids 2014";"10";"82.15";"0.00";"http://hairstylefoto.com/2014-black-hairstyles-braids/";"0.00";"0.00";"12100000";"1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
"cute hairstyles for glasses";"40";"74.26";"0.00";"http://hairstylefoto.com/short-hairstyles-for-women-over-60-with-glasses/";"0.00";"0.13";"27800000";"0.43,0.57,0.43,0.43,0.43,1.00,0.57,0.43,0.57,0.29,0.71,0.43"
"haircut styles for medium to long hair";"20";"85.67";"0.00";"http://hairstylefoto.com/haircut-styles-for-medium-long-hair/";"0.00";"0.01";"5190000";"0.67,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,1.00,0.67,0.67"
"haircut styles for medium to long hair";"20";"85.67";"0.00";"http://hairstylefoto.com/haircut-styles-for-medium-to-long-hair/";"0.00";"0.01";"5190000";"0.67,0.33,0.33,0.33,0.67,0.33,0.33,0.33,0.33,1.00,0.67,0.67"
"hairstyle for fat";"10";"75.42";"0.00";"http://hairstylefoto.com/long-hairstyles-for-fat-faces/";"0.00";"0.00";"1800000";"0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00"
"best long bob hairstyles";"90";"77.19";"1.67";"http://hairstylefoto.com/best-long-bob-haircuts/";"0.00";"0.16";"4320000";"0.44,1.00,1.00,0.33,1.00,0.78,0.56,0.11,0.56,0.33,0.33,1.00"
"blonde weave with bangs";"50";"86.41";"0.00";"http://hairstylefoto.com/long-blonde-hair-with-bangs/";"0.00";"0.13";"40700000";"0.78,0.78,0.56,0.22,0.56,0.22,1.00,1.00,0.33,0.56,0.56,0.33"
"wet and wavy hair styles";"110";"85.69";"0.22";"http://hairstylefoto.com/black-wet-and-wavy-hairstyles/";"0.00";"0.96";"935000";"0.52,0.67,0.67,0.81,1.00,0.67,0.43,0.43,0.33,0.33,0.33,0.33"
"black hair pinterest";"210";"99.68";"0.79";"http://hairstylefoto.com/pinterest-short-hairstyles-for-black-hair/";"0.00";"0.10";"144000000";"0.53,0.34,0.34,0.34,0.34,0.34,0.53,1.00,1.00,1.00,1.00,1.00"
"haircut for silky straight hair";"10";"84.38";"0.00";"http://hairstylefoto.com/hairstyles-for-long-silky-straight-hair/";"0.00";"0.00";"2260000";"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
"short perm haircuts";"20";"86.35";"0.20";"http://hairstylefoto.com/soft-perm-hairstyles-for-short-hair/";"0.00";"0.25";"1160000";"0.20,0.40,0.60,0.20,0.20,0.40,0.20,0.20,0.20,0.20,1.00,0.40"
"pinups for short hair";"20";"88.29";"0.00";"http://hairstylefoto.com/pinups-for-black-hair-styles/";"0.00";"0.05";"885000";"0.33,0.67,1.00,1.00,1.00,0.33,0.33,0.67,0.67,0.67,0.67,0.67"
"halle berry long hairstyles";"40";"83.36";"0.00";"http://hairstylefoto.com/halle-berry-long-hairstyles/";"0.00";"0.00";"57500000";"0.56,0.56,0.33,0.33,1.00,0.56,0.33,0.22,0.33,0.44,0.33,0.33"
"wedding plait hairstyles";"10";"84.01";"0.00";"http://hairstylefoto.com/wedding-plait-hairstyles/";"0.00";"0.00";"1450000";"1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00"
"red and black hairstyles for short hair";"30";"81.08";"0.00";"http://hairstylefoto.com/red-black-hairstyles/";"0.00";"0.01";"38500000";"1.00,0.60,0.60,0.40,0.60,0.40,1.00,0.60,0.40,0.80,0.80,0.80"
